,Drug_Name,Uses,Image URL,Manufacturer,Rating,Route_of_Administration
9276,Nurokind Forte 1500mcg/100mg/100mg Injection,Nutritional deficiencies,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/d882f13b8a2c48e1b1225602d990b95d.jpg",Mankind Pharma Ltd,2.66,Injection
9277,Newbona Jelly,OsteoporosisTreatment Paget's,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/1392f688de7f4a0bb9927e25542ca29e.jpg",Akumentis Healthcare Ltd,2.66,Jelly
9278,Fenixa 120 Tablet,Sneezing runny nose allergiesTreatment Allergic conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/esl3psay1fja0swda8k2.jpg",Canixa Life Sciences Pvt,2.66,Tablet
9279,Telmiwock  40mg Tablet,Hypertension (high blood pressure) heart attack strokeTreatment Heart failure,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/eyxltrecileluskuab1w.jpg",Wockhardt Ltd,2.66,Tablet
9280,Flavedon 20 Tablet,Angina (heart-related chest pain),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/unfab09kzbfcelbzj69t.jpg",Serdia Pharmaceuticals India Pvt Ltd,2.66,Tablet
9281,Rivizole Cream,Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/7767697a100d4be6a9ffefbd088ba477.jpg",Lupin Ltd,2.66,Cream
9282,Nise Mdt 100mg Tablet MD,Pain reliefTreatment Fever,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/3ccc9a8887164e138516289b4501a8eb.jpg",Dr Reddy's Laboratories Ltd,2.66,MD
9283,Minotas 45mg Tablet ER,Bacterial infectionsTreatment Acne,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/33ef37f0e2294eb59e9612fa64356530.jpg",Intas Pharmaceuticals Ltd,2.66,ER
9284,Phytoral-XL Cream,Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/lqvdnxo8ulbsaiogfeud.jpg",Micro Labs Ltd,2.66,Cream
9285,Glaritus 100IU/ml Injection,Diabetes,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/245c9e4863dd4c26b0912fdd25007390.jpg",Wockhardt Ltd,2.66,Injection
9286,Febrex Plus AF Syrup,Common cold,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/bd04654eeda44147b3acf348c815c160.jpg",Indoco Remedies Ltd,2.66,Syrup
9287,Kitmox-LD  Opthalmic Suspension,Eye infection with inflammation,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/cwhx5ol6r4twikqmgdlm.jpg",Sentiss Pharma,2.66,Suspension
9288,AF 50 Tablet DT,Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/aig5jeesihfg0dep1zj4.jpg",Systopic Laboratories Pvt Ltd,2.66,DT
9289,Tendrone 1% Lotion,Eczema Severe allergic reactionsTreatment Allergic conditionsTreatment CancerTreatment Skin disordersTreatment Eye disorders,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/nii3vnbieryg7q0sat02.jpg",Yash Pharma Laboratories Pvt Ltd,2.66,Lotion
9290,Resoten 10 Capsule,Acne,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/uuoccdvi214zxw7nzh2u.jpg",KLM Laboratories Pvt Ltd,2.66,Capsule
9291,Metgem 1gm Tablet ER,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/etwnihumcvdx7ntvs2q0.jpg",Sun Pharmaceutical Industries Ltd,2.66,ER
9292,Ezimet Cream,Skin conditions with inflammation & itching,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/wau1ogjy4wmdnzmphptd.jpg",Canixa Life Sciences Pvt,2.66,Cream
9293,Zeformin XR 60 Tablet,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/mwjvhgn6nae4x91hj1gf.jpg",Abbott,2.66,Tablet
9294,Nexiron Injection,Iron deficiency anemia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/6b93ca9e21f64d9aa3c1c27e0b16753d.jpg",Zydus Cadila,2.66,Injection
9295,Triactin 4 Tablet,Muscular pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/sahxzegsct4hrku8qvx6.jpg",Pharmed Ltd,2.66,Tablet
9296,Flomon Eye Drop,Redness swelling eye,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/b502007e5dd647198a24f7b9a012f19d.jpg",FDC Ltd,2.66,Drop
9297,Temsan 80 CT Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/tzpmp4agyhckmi7jb7yl.jpg",Emcure Pharmaceuticals Ltd,2.66,Tablet
9298,Gemdronic 5mg/100ml Injection,Osteoporosis Hypercalcemia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/9aa1a7024f504b72be37101354dfe8ed.jpg",Alkem Laboratories Ltd,2.66,Injection
9299,Kinetozyme Tablet,Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/oixpnwmufut3m1bv7sgi.jpg",Systopic Laboratories Pvt Ltd,2.66,Tablet
9300,Jupiros 20 Tablet,High cholesterol heart attack stroke,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/vesxwjkdgbyzznl8ehxo.jpg",Alkem Laboratories Ltd,2.66,Tablet
9301,Fondazest 7.5 Injection,Deep vein thrombosis Pulmonary embolism,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/e89a97d84c364329acb558a896cf95f6.jpg",Abbott,2.66,Injection
9302,Torcoxia BCD 90 Tablet,Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/n1ok0qzvg61lmbztyisc.jpg",Torrent Pharmaceuticals Ltd,2.66,Tablet
9303,Grenil 5mg/250mg Suspension,Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/78af890c041046a19c0f5a61d19d3835.jpg",Karnataka Antibiotics & Pharmaceuticals Ltd,2.66,Suspension
9304,Tariflox 200mg Tablet,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/2a7948090cfc4d7095106c0e27e1d1e6.jpg",Cipla Ltd,2.66,Tablet
9305,Jubiglim MV 2 Tablet SR,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cea34380ffbb4d0a8c549788a5fab068.jpg",Jubilant Life Sciences,2.66,SR
9306,Metasone Cream,Skin conditions with inflammation & itching,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/qay5uunerl11o5uamylk.jpg",Talent India ,2.66,Cream
9307,Teleact CT 40 Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/fd3af97e9a9d48c49fee8299da507410.jpg",Sun Pharmaceutical Industries Ltd,2.66,Tablet
9308,Floxsafe 400 Tablet,Bacterial eye infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/wminotn54o9c5182xzap.jpg",MSN Laboratories,2.66,Tablet
9309,Neurobid-NT Tablet SR,Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/97db73abac3d49a787895a50806e1135.jpg",Wilburt Remedies Pvt Ltd,2.66,SR
9310,Tetan-H Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/im68tdmiu4s3qlmtfevs.jpg",Alembic Pharmaceuticals Ltd,2.66,Tablet
9311,Mirago S 25 Combikit,Overactive bladder (OAB) symptoms,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/wbsvwgqvjutp0yh0u9zg.jpg",Sun Pharmaceutical Industries Ltd,2.66,Combikit
9312,Qutan SR 100 Tablet,SchizophreniaTreatment Mania,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/fee2ac72e0d94d66a9889b783f53306d.jpg",Intas Pharmaceuticals Ltd,2.66,Tablet
9313,Kefpod CV 200 Tablet,Respiratory tract infection,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/d3xwbaxzudsbpp3suss1.jpg",Glenmark Pharmaceuticals Ltd,2.66,Tablet
9314,Fusee Ointment,Bacterial skin infections Bacterial eye infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/rkpzrsv68frt4feu3dxq.jpg",Talent India ,2.66,Ointment
9315,Valanext 1000mg Tablet,Herpes labialis Genital herpes infection Herpes zoster,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/b195dc5cc7e24592b63e320eba888f7b.jpg",Mankind Pharma Ltd,2.66,Tablet
9316,Urivel Tablet,Muscle spasms urinary tract,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/4671ea5d8e0845088424f1628575a66d.jpg",Leeford Healthcare Ltd,2.66,Tablet
9317,Apgel,Acne,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/oiytnlk9vkk8psfwgl9k.jpg",Hegde and Hegde Pharmaceutical LLP,2.66,Apgel
9318,Bromhexine Elixir,Respiratory tract disorders associated with viscid mucus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dfuvlwyfwy653sjqzrx5.jpg",Ipca Laboratories Ltd,2.66,Elixir
9319,Lamifin Cream,Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/c56cd9fa388844d8be305a0da28cbf28.jpg",Canixa Life Sciences Pvt,2.66,Cream
9320,Symbal 30 Tablet,DepressionTreatment Anxiety disorderTreatment Diabetic nerve painTreatment FibromyalgiaTreatment Neuropathic painTreatment Stress urinary incontinence,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/l2auhc6xchbketaxxzek.jpg",Torrent Pharmaceuticals Ltd,2.66,Tablet
9321,Oloplus Eye Drop,Allergic conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/43a1dec2504847e9a2b1fc00c2efc50d.jpg",Entod Pharmaceuticals Ltd,2.66,Drop
9322,Verbet 24 Tablet,Meniere's,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/rpl9ez3f5k2w2kslcrfb.jpg",Albert David Ltd,2.66,Tablet
9323,Osiris Tablet,Osteoarthritis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/l7w1gkkhr0vntlrv8a8d.jpg",Ajanta Pharma Ltd,2.66,Tablet
9324,Tazzle 20 Tablet,Erectile dysfunctionTreatment Pulmonary arterial hypertension (PAH),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/9459853bb62b48e5b7a8975aaf09997e.jpg",Dr Reddy's Laboratories Ltd,2.66,Tablet
9325,Veltride Tablet,Benign prostatic hyperplasia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/2628b64d78fb499bb2c4922bd405de08.jpg",Intas Pharmaceuticals Ltd,2.66,Tablet
9326,Vesigard 7.5 Tablet PR,Overactive bladder (OAB) symptoms,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/fm4q8hnj5c9l2a3effkx.jpg",Cipla Ltd,2.66,PR
9327,Hicope Syrup,AnxietyTreatment Skin conditions with inflammation & itching,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/x4oahoo1hcpzbbv3xfu3.jpg",Mankind Pharma Ltd,2.66,Syrup
9328,Oflomac TZ 200 mg/600 mg Tablet,Diarrhea Dysentery,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/vvq9b5hymm62zujrekom.jpg",Macleods Pharmaceuticals Pvt Ltd,2.66,Tablet
9329,Haloderm S Ointment,Eczema Psoriasis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/xqvo5wj3wk3zh4iu9egz.jpg",Micro Labs Ltd,2.66,Ointment
9330,Hald SR 400 Tablet,Hormone replacement therapyTreatment Female infertility,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ly7guajpgqxbkgwkbsru.jpg",Intas Pharmaceuticals Ltd,2.66,Tablet
9331,Lotel Eye Ointment,Redness swelling eye,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/a68a245602aa4e349176c5d7a121b15d.jpg",Ajanta Pharma Ltd,2.66,Ointment
9332,Serax D Tablet,Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/eb41066d6256453cbcc5e84e0ac13517.jpg",Mars Therapeutics & Chemicals Ltd,2.66,Tablet
9333,Minirin Melt 120mcg Tablet,Diabetes insipidus Bed-wetting,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/szw82hxydfoublg1qf39.jpg",Ferring Pharmaceuticals,2.66,Tablet
9334,Bisoheart 2.5 Tablet,Hypertension (high blood pressure) Angina (heart-related chest pain) ArrhythmiaPrevention Heart attackPrevention Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/d40c934e1495407596a0ef7c1b0ab742.jpg",Mankind Pharma Ltd,2.66,Tablet
9335,SR Fil Enema,Intestinal ulcersTreatment Stomach ulcers,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/9ceca993360640298009d65e389ff88d.jpg",Fourrts India Laboratories Pvt Ltd,2.66,Enema
9336,Minopep Eva Topical Solution,Hair loss,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/1e249cecb9034792a331d796ea1ae8e7.jpg",Linux Laboratories,2.66,Solution
9337,Syndopa CR 125 Tablet,Parkinson's,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/e4413c62561942628ec554c80cb140da.jpg",Sun Pharmaceutical Industries Ltd,2.66,Tablet
9338,Stafcure 250 Tablet,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/9c419faa55434c55a5c1502a9cc93591.jpg",Macleods Pharmaceuticals Pvt Ltd,2.66,Tablet
9339,Lezyncet Tablet,Allergic conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/kpmoggine7oj0k9djfcj.jpg",Torrent Pharmaceuticals Ltd,2.66,Tablet
9340,Storvas 80 Tablet,High cholesterolPrevention Heart attack,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/qnm3hahmlvsazuobewz4.jpg",Sun Pharmaceutical Industries Ltd,2.66,Tablet
9341,Symbiotik XL 625 Tablet,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dyfwmatmqd1h2fuazipz.jpg",Cadila Pharmaceuticals Ltd,2.66,Tablet
9342,Susten 200 Injection,Hormone replacement therapy Female infertility,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/lnkxes3gx47pvneltmsr.jpg",Sun Pharmaceutical Industries Ltd,2.66,Injection
9343,Zofer 8mg Injection,Nausea Vomiting,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/48258b50551248358a4bf977bb2e96be.jpg",Sun Pharmaceutical Industries Ltd,2.66,Injection
9344,Levigress 1000 Tablet PR,Epilepsy/Seizures,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/94ae7ff8bb574badbd37122488c27b37.jpg",La Renon Healthcare Pvt Ltd,2.66,PR
9345,Pregabel 75 Capsule,Neuropathic painTreatment Epilepsy/SeizuresTreatment Fibromyalgia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/3c2adbe2f06042518303539292ada077.jpg",Knoll Pharmaceuticals Ltd,2.66,Capsule
9346,Bharglob 16.5% Injection,Immunoglobulins deficiency,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/z1cprnt756cbtgtc242s.jpg",Bharat Serums & Vaccines Ltd,2.66,Injection
9347,Dirifa 400 Tablet,Hepatic encephalopathyTreatment Infectious diarrhea,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/u87igz8pm2lflvq6njkv.jpg",Abbott,2.66,Tablet
9348,Hyla Fusion Eye Drop,Dry eyes,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/n6ucyalmk7tarexd4ui7.jpg",Entod Pharmaceuticals Ltd,2.66,Drop
9349,Biselect 2.5 Tablet,Hypertension (high blood pressure) Angina (heart-related chest pain) ArrhythmiaPrevention Heart attackPrevention Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ranrqxcvme80wfr8upbw.jpg",Intas Pharmaceuticals Ltd,2.66,Tablet
9350,Sompraz D 20 Capsule SR,Gastroesophageal reflux (Acid reflux) Functional dyspepsia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/2b6fcd6126334ffa9c595bd8e80cd55b.jpg",Sun Pharmaceutical Industries Ltd,2.66,SR
9351,Bactogard-CV 200 Tablet,Respiratory tract infection,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/f3952a96eec948bb8f080cd4c9aeb267.jpg",Indoco Remedies Ltd,2.66,Tablet
9352,Hilin 50 Capsule,Osteoarthritis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/a91bfd1b334d4f72b434f1faa836c320.jpg",Dr Reddy's Laboratories Ltd,2.66,Capsule
9353,Lilituf Cream,Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/060f2cc6c47544168dcfc4853ffec814.jpg",Alkem Laboratories Ltd,2.66,Cream
9354,Rosumac 20 Tablet,High cholesterol heart attack stroke,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/iqbblqncjtugbdrjvvfs.jpg",Macleods Pharmaceuticals Pvt Ltd,2.66,Tablet
9355,Alsartan AM Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ngwzlyvmna8fw3pdgb2u.jpg",Aristo Pharmaceuticals Pvt Ltd,2.66,Tablet
9356,Levomac 750 Tablet,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/hkh8ckfml3xutw6zmjur.jpg",Macleods Pharmaceuticals Pvt Ltd,2.66,Tablet
9357,Actiblok IPR 25 Tablet,Hypertension (high blood pressure) Angina (heart-related chest pain) ArrhythmiaPrevention Heart attackPrevention Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/aa553a7bd687434285681e0635dafc2b.jpg",Biocon,2.66,Tablet
9358,Hatric 3 Drops,Common cold,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/wvawcrzxfuv9ocrnzmx7.jpg",Aristo Pharmaceuticals Pvt Ltd,2.66,Drops
9359,Benadryl Syrup,Cough,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/lmmryzdeaxbhvcofp1k9.jpg",JNTL Consumer Health (India) Pvt. Ltd.,2.66,Syrup
9360,Octamop Tablet,Vitiligo Psoriasis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/hr515fd1zeb3dgvlwwga.jpg",Palsons Derma,2.66,Tablet
9361,Superia DSR Capsule,Gastroesophageal reflux (Acid reflux) Peptic ulcer,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/vmzz5qdbdworqfnfbdnm.jpg",Sun Pharmaceutical Industries Ltd,2.66,Capsule
9362,Amazeo OD 400 Tablet,Schizophrenia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/asclgqnn2x3iukkcbuh3.jpg",Torrent Pharmaceuticals Ltd,2.66,Tablet
9363,D Flour Tablet,Dental cavities,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/qpo6akrq8fqcyhotdjkn.jpg",Lincoln Pharmaceuticals Ltd,2.66,Tablet
9364,Sporidex AF 750 Tablet ER,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ax7dceh3jwoxscddpdph.jpg",Sun Pharmaceutical Industries Ltd,2.66,ER
9365,Rabez 20mg Tablet,Gastroesophageal reflux (Acid reflux) Peptic ulcer diseaseTreatment Zollinger-Ellison syndrome,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/47b0a094316d4ace946949728fdddd11.jpg",Hetero Drugs Ltd,2.66,Tablet
9366,Olmetor 40 Tablet,Hypertension (high blood pressure) Heart failure heart attack stroke,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/kd2rlsxqoyogzoj2ymoy.jpg",Torrent Pharmaceuticals Ltd,2.66,Tablet
9367,Lefumide 20 Tablet,Rheumatoid arthritis Psoriatic arthritis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/nhoxyrmtf4wa2pmper3g.jpg",Cipla Ltd,2.66,Tablet
9368,Loprin-DS Tablet,Angina (heart-related chest pain) Heart attackTreatment Stroke,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/p9ay3cs3o5nzh5l2sofg.jpg",Torrent Pharmaceuticals Ltd,2.66,Tablet
9369,Lobate S Ointment,Eczema Psoriasis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/lsowcv0jnhqkxays826p.jpg",Abbott,2.66,Ointment
9370,Zipod CV 200mg/125mg Tablet,Respiratory tract infection,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/db44ec4efad245c2a93caefd4882c361.jpg",FDC Ltd,2.66,Tablet
9371,Gabanev-NT 400mg/10mg Tablet,Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/w9jg0wvhbypnd5rujwcs.jpg",Cnscure India Pvt Ltd,2.66,Tablet
9372,Pentanerv-NT 100mg/10mg Tablet,Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/3fa1a73e78254dd7b7c2833cb8683c90.jpg",Alkem Laboratories Ltd,2.66,Tablet
9373,Valzaar 160 Tablet,Hypertension (high blood pressure) Heart failure heart attack stroke,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/0c0523897bf34554b70d9be17f78f354.jpg",Torrent Pharmaceuticals Ltd,2.66,Tablet
9374,Rejumet Tablet SR,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/8764f76d67bf417992fbf8a5e81f6159.jpg",Fourrts India Laboratories Pvt Ltd,2.66,SR
9375,XREL Tablet,Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/wtvcqfshwqedwfhmdxzy.jpg",Deys Medical,2.66,Tablet
